Age,Gender,Education Level,Job Title,Years of Experience,Salary
56,Male,Master's,Research Scientist,31,200983.34
52,Male,High School,Product Manager,28,167148.49
32,Male,High School,Product Manager,6,102039.76
29,Female,PhD,VP of Operations,1,142258.37
40,Female,Bachelor's,Senior Scientist,16,149459.82
30,Male,High School,Receptionist,5,53408.36
46,Male,Master's,UX Designer,22,162910.61
46,Female,PhD,Business Analyst,21,160994.66
54,Female,Bachelor's,VP of Operations,31,196844.33
53,Male,Bachelor's,Project Engineer,25,156518.30
35,Male,Master's,Account Manager,10,111719.45
49,Male,PhD,Financial Analyst,21,173849.80
40,Female,PhD,Marketing Coordinator,18,146231.94
39,Male,Bachelor's,Project Engineer,17,129983.42
42,Male,Bachelor's,Research Scientist,18,144221.62
29,Male,High School,Receptionist,5,58716.52
48,Female,Bachelor's,Product Manager,25,170358.41
37,Female,Master's,Operations Manager,10,136021.64
24,Male,High School,Director,0,105438.60
23,Male,Bachelor's,Content Creator,1,68631.44
28,Female,High School,Business Analyst,0,60945.20
39,Female,Master's,Content Creator,15,126168.41
39,Male,Master's,Sales Manager,11,138855.20
60,Male,PhD,Research Scientist,32,218858.88
29,Female,High School,Data Analyst,5,67954.78
31,Male,Master's,Web Developer,7,114210.41
33,Female,High School,Sales Director,8,108071.47
40,Male,High School,Content Creator,12,89517.46
25,Female,PhD,Web Developer,1,112418.68
52,Male,High School,Data Scientist,28,160508.13
44,Male,Master's,Sales Director,21,182719.29
45,Female,Bachelor's,Sales Manager,17,138168.90
39,Male,PhD,Product Manager,16,179806.67
24,Female,Bachelor's,Business Analyst,2,75925.90
52,Male,Master's,Senior Scientist,30,209294.38
55,Male,High School,Graphic Designer,32,149277.83
55,Female,High School,Receptionist,33,134804.76
36,Female,PhD,Software Engineer,11,153746.85
22,Male,High School,Operations Manager,0,78140.86
58,Male,PhD,Project Engineer,31,207644.92
27,Male,Master's,Sales Associate,3,91712.32
25,Female,PhD,Marketing Coordinator,2,101953.29
22,Male,Master's,Software Engineer,0,107217.19
35,Male,Master's,Graphic Designer,10,110688.72
42,Male,Bachelor's,IT Support,19,125184.92
56,Male,Master's,Project Engineer,34,195065.13
39,Female,PhD,Director of Operations,15,185063.50
49,Female,High School,Content Creator,22,109931.78
25,Male,High School,Sales Director,3,101704.88
55,Female,Master's,Data Analyst,32,182803.37
55,Female,PhD,Director of Operations,29,227670.40
58,Female,PhD,Research Scientist,32,215235.45
36,Female,Master's,VP of Operations,11,153784.72
24,Male,Bachelor's,IT Support,2,67013.26
51,Male,PhD,Content Creator,28,182440.97
32,Male,High School,Senior Manager,5,90985.87
50,Female,PhD,UX Designer,25,181948.35
33,Female,PhD,Senior Manager,10,156180.20
53,Male,Master's,Sales Director,28,199744.89
49,Female,High School,IT Support,23,120317.03
56,Male,PhD,IT Support,34,191344.63
28,Female,Master's,Web Developer,3,102796.85
47,Female,Master's,Senior Manager,19,162642.34
26,Female,Bachelor's,Sales Manager,0,81668.69
37,Male,High School,IT Support,12,82490.73
45,Female,High School,VP of Operations,22,162112.68
42,Male,PhD,VP of Operations,18,195202.68
46,Female,High School,Software Engineer,21,136559.52
35,Female,PhD,Financial Analyst,13,141425.60
39,Male,High School,Research Scientist,17,132167.48
42,Male,Master's,Sales Associate,15,129893.44
25,Male,Bachelor's,Sales Manager,0,87875.16
37,Male,Master's,Operations Manager,15,150851.59
49,Female,Bachelor's,Sales Associate,23,132376.71
23,Male,High School,Marketing Analyst,0,53534.90
41,Male,Master's,Business Analyst,16,137829.08
25,Male,Bachelor's,Receptionist,0,52032.69
49,Male,PhD,Marketing Manager,22,185291.21
43,Male,Bachelor's,Software Engineer,21,150512.51
44,Male,PhD,Marketing Coordinator,20,153294.01
49,Male,Master's,Software Developer,23,169752.13
27,Male,Master's,Marketing Coordinator,0,82028.34
42,Female,Bachelor's,Data Analyst,17,128169.06
22,Female,Master's,Marketing Analyst,0,83028.31
25,Male,PhD,Research Scientist,3,133525.73
46,Female,Master's,Sales Director,20,175040.37
47,Female,High School,HR Manager,21,118729.67
31,Female,High School,Software Engineer,7,87340.54
56,Male,PhD,Marketing Coordinator,31,184703.48
44,Female,Master's,Sales Manager,20,156305.93
36,Female,Bachelor's,Content Creator,12,103081.85
32,Male,High School,Content Creator,7,74347.77
43,Female,PhD,Sales Manager,17,168228.59
44,Male,High School,Graphic Designer,18,108647.50
25,Male,Master's,Marketing Coordinator,2,90933.13
41,Female,Bachelor's,Sales Manager,19,134031.38
48,Male,PhD,Senior Scientist,20,196710.70
57,Female,Master's,Engineer,34,192540.95
43,Female,PhD,HR Manager,21,160681.86
40,Male,Master's,IT Support,16,127281.19
31,Female,High School,Project Engineer,4,79855.57
37,Female,Master's,Senior Manager,10,143062.01
41,Male,Bachelor's,Data Analyst,19,127286.78
33,Female,High School,Project Engineer,9,94943.85
24,Female,Bachelor's,Director,0,119779.35
23,Female,Bachelor's,Operations Manager,0,83362.35
24,Female,Master's,Research Scientist,0,108029.80
27,Female,PhD,Senior Scientist,5,147326.08
43,Female,High School,Software Engineer,17,118062.51
46,Female,High School,Software Developer,18,123632.91
46,Female,Master's,VP of Operations,22,189315.87
55,Male,PhD,Graphic Designer,29,185146.38
44,Male,PhD,Web Developer,17,152184.42
59,Male,PhD,VP of Operations,33,236028.99
22,Female,Master's,Director of Operations,0,127348.16
47,Male,PhD,IT Support,22,160722.67
32,Female,Bachelor's,Engineer,10,105629.86
39,Female,High School,Senior Scientist,12,127250.02
48,Male,Bachelor's,Project Engineer,22,150702.07
34,Male,Bachelor's,IT Support,9,90108.55
32,Male,Bachelor's,Director of Operations,5,134567.76
28,Female,Master's,Business Analyst,6,106181.22
59,Female,PhD,Senior Manager,37,235017.08
43,Female,Master's,Sales Associate,19,134843.77
48,Male,Master's,UX Designer,25,166779.97
29,Male,Master's,Account Manager,7,108078.74
48,Male,Bachelor's,Product Manager,25,169680.05
45,Female,High School,Engineer,19,120036.52
51,Female,PhD,Marketing Manager,27,190808.20
50,Female,Master's,Data Scientist,23,179199.08
34,Male,Master's,HR Manager,11,126026.91
38,Male,High School,Project Engineer,15,116870.86
45,Female,High School,Data Analyst,18,113749.51
48,Female,Master's,VP of Operations,22,185019.92
47,Male,PhD,Research Scientist,22,188393.57
40,Female,PhD,Data Analyst,12,145211.59
41,Male,Master's,Marketing Analyst,19,142740.64
27,Male,Master's,Marketing Manager,2,109758.99
45,Female,Bachelor's,Engineer,18,136610.92
52,Female,High School,Director,25,185797.18
23,Male,Master's,Product Manager,0,116395.11
26,Male,Master's,Web Developer,1,91671.00
42,Male,Master's,Software Developer,16,144420.88
44,Male,High School,Research Scientist,21,136831.93
33,Female,Bachelor's,Marketing Analyst,6,89129.52
59,Female,Master's,Financial Analyst,32,191868.20
33,Female,Master's,Sales Manager,10,127778.35
56,Male,High School,UX Designer,30,151896.12
44,Female,PhD,Data Scientist,16,173488.14
24,Male,PhD,Receptionist,1,91059.74
40,Female,High School,Research Scientist,14,122868.19
31,Male,Master's,Sales Associate,8,109198.06
41,Male,PhD,IT Support,19,154308.58
44,Female,PhD,Business Analyst,18,157618.02
36,Male,Bachelor's,Software Developer,12,120812.36
41,Female,Bachelor's,Project Engineer,14,128974.25
44,Male,Bachelor's,Product Manager,17,152273.24
36,Female,Bachelor's,UX Designer,14,119871.29
60,Male,High School,Graphic Designer,34,154972.65
46,Female,PhD,HR Manager,21,164679.93
41,Female,Bachelor's,Data Scientist,15,140675.15
22,Male,Bachelor's,Operations Manager,0,86764.38
57,Male,PhD,Product Manager,29,220388.87
38,Female,PhD,Product Manager,15,177477.72
42,Male,Master's,Director of Operations,19,184919.88
22,Male,Bachelor's,Receptionist,0,50249.50
33,Male,PhD,Sales Director,10,166575.73
30,Male,Bachelor's,Data Analyst,2,80538.19
43,Female,Master's,IT Support,16,126219.18
23,Male,PhD,Marketing Coordinator,0,102355.08
48,Male,Bachelor's,Graphic Designer,23,138686.22
37,Male,Bachelor's,Sales Manager,14,130408.31
58,Female,High School,Receptionist,33,137801.85
36,Female,Master's,Business Analyst,11,122778.70
28,Female,High School,Project Engineer,2,73717.95
43,Male,Master's,Data Scientist,15,159813.47
25,Male,PhD,HR Manager,0,110006.44
42,Male,PhD,Senior Manager,16,172533.78
49,Male,High School,Marketing Analyst,24,124066.08
54,Male,Master's,Sales Associate,27,156850.02
52,Male,Master's,Receptionist,30,158545.87
42,Male,Bachelor's,Software Engineer,19,143958.36
23,Male,Master's,Data Scientist,0,112230.07
32,Female,High School,Product Manager,6,101803.46
33,Male,PhD,Research Scientist,5,146752.88
56,Female,Master's,Director of Operations,31,225158.54
41,Female,Master's,Engineer,13,134623.93
29,Female,High School,IT Support,5,63890.90
24,Female,High School,IT Support,0,47315.71
56,Female,PhD,Business Analyst,31,193479.01
45,Female,PhD,Data Scientist,21,184766.10
22,Male,High School,Marketing Coordinator,0,52754.05
55,Male,High School,Sales Manager,27,147988.22
47,Male,PhD,VP of Operations,24,209173.08
54,Male,Master's,Financial Analyst,29,179987.62
22,Female,Bachelor's,Operations Manager,0,87089.96
28,Female,Bachelor's,Senior Manager,3,101272.55
45,Male,High School,Sales Director,18,144972.31
26,Female,Bachelor's,Director,4,136762.35
31,Male,PhD,Sales Associate,3,107951.87
59,Male,Bachelor's,IT Support,31,161745.16
38,Male,Master's,Marketing Manager,14,145388.92
31,Female,PhD,Data Scientist,7,140425.57
34,Male,Bachelor's,Marketing Manager,11,112519.73
56,Female,PhD,Marketing Manager,34,218281.97
33,Female,Bachelor's,VP of Operations,10,134171.93
26,Female,High School,Software Engineer,2,72499.27
41,Male,High School,Project Engineer,13,105075.07
47,Male,Master's,Marketing Analyst,23,155919.84
22,Female,High School,Receptionist,0,39733.46
31,Female,Bachelor's,Content Creator,9,92719.55
38,Male,Bachelor's,HR Manager,13,112670.78
37,Male,PhD,Director,10,187179.70
22,Male,Bachelor's,Content Creator,0,62044.54
26,Female,Bachelor's,Research Scientist,2,96593.53
49,Female,Bachelor's,Senior Scientist,23,173505.94
27,Female,Master's,Marketing Analyst,1,88062.57
38,Male,Master's,Business Analyst,10,115420.49
37,Male,High School,Data Analyst,9,92272.32
57,Female,High School,Project Engineer,33,167974.24
27,Male,PhD,Account Manager,5,117139.76
48,Female,High School,HR Manager,22,127768.28
39,Female,Master's,Sales Associate,17,133746.24
33,Female,Master's,Project Engineer,5,110850.06
30,Female,High School,Sales Associate,5,66212.30
59,Female,Master's,Account Manager,37,188103.51
24,Female,Bachelor's,Senior Manager,0,93254.06
45,Male,Bachelor's,Research Scientist,23,162775.00
23,Female,PhD,Data Analyst,0,107357.06
59,Male,PhD,Data Scientist,37,238801.11
60,Male,Bachelor's,Operations Manager,36,195864.02
57,Female,PhD,Marketing Analyst,32,197021.70
26,Male,Master's,Data Scientist,2,118084.99
48,Female,Master's,VP of Operations,20,184143.90
31,Male,PhD,Engineer,6,129857.42
35,Female,High School,Data Analyst,13,91347.20
41,Male,Master's,Receptionist,19,129294.17
43,Female,PhD,Marketing Analyst,18,153122.16
44,Male,Master's,Data Analyst,21,153977.93
24,Female,PhD,Product Manager,1,130837.65
38,Female,High School,Senior Manager,13,112053.60
51,Male,PhD,Project Engineer,24,190133.73
25,Female,High School,Senior Scientist,0,88148.30
44,Female,Bachelor's,Sales Director,22,170987.61
52,Male,Master's,Operations Manager,24,178062.38
47,Female,Bachelor's,Content Creator,20,119287.94
46,Female,Bachelor's,Product Manager,21,161760.44
49,Female,Bachelor's,Sales Director,23,168140.01
52,Female,PhD,HR Manager,26,182186.92
53,Male,PhD,Receptionist,29,170744.42
33,Male,Bachelor's,Director of Operations,8,142038.28
51,Female,Bachelor's,Business Analyst,24,139133.70
44,Male,Master's,Project Engineer,22,166864.18
27,Male,Bachelor's,Data Scientist,4,110146.99
39,Female,Bachelor's,UX Designer,15,118150.41
26,Female,Master's,Director of Operations,0,132766.56
50,Male,PhD,Data Scientist,23,192847.90
57,Male,Master's,Graphic Designer,30,168210.84
31,Female,PhD,Account Manager,3,106377.15
33,Female,PhD,Marketing Analyst,9,125689.77
25,Male,Master's,Project Engineer,3,112407.93
50,Male,PhD,UX Designer,24,180984.44
58,Male,PhD,IT Support,32,192024.63
43,Male,PhD,Engineer,18,164758.07
56,Female,Master's,Operations Manager,34,201062.71
49,Male,Bachelor's,Research Scientist,26,174164.15
57,Female,Master's,Sales Associate,29,170071.19
31,Male,PhD,VP of Operations,8,160294.23
56,Male,High School,Sales Director,33,184948.63
57,Male,High School,Content Creator,35,154658.34
55,Female,High School,Software Engineer,31,158355.56
57,Male,Master's,HR Manager,30,183819.18
36,Female,Bachelor's,Web Developer,9,101644.86
58,Female,Master's,Content Creator,34,183513.08
59,Female,High School,Financial Analyst,35,162152.32
35,Female,PhD,Financial Analyst,13,143636.38
46,Female,High School,Engineer,21,128368.32
26,Male,Master's,Sales Manager,4,107866.36
41,Male,High School,Receptionist,13,79402.48
23,Male,PhD,IT Support,0,91680.82
46,Female,Bachelor's,VP of Operations,18,167712.86
48,Female,Bachelor's,IT Support,23,132015.84
27,Male,Master's,Research Scientist,0,109910.84
55,Male,PhD,Operations Manager,28,208525.97
25,Male,Master's,Senior Scientist,0,119440.41
29,Male,PhD,Software Developer,3,121334.23
30,Male,Master's,IT Support,3,87205.51
52,Male,PhD,VP of Operations,26,215485.04
27,Male,PhD,Research Scientist,4,133943.00
22,Male,Master's,Director of Operations,0,128866.12
57,Male,Master's,Product Manager,31,211480.06
28,Female,Master's,Business Analyst,1,85146.28
39,Male,Bachelor's,Financial Analyst,11,109920.72
54,Male,High School,VP of Operations,29,176754.48
60,Male,Bachelor's,Senior Manager,38,204441.37
38,Female,Bachelor's,Data Analyst,16,122035.84
52,Female,High School,Account Manager,28,134246.62
55,Female,Bachelor's,Data Scientist,28,180930.20
48,Male,Master's,Web Developer,21,158204.10
37,Female,Bachelor's,Director,11,152733.13
29,Male,High School,Data Analyst,7,79711.40
47,Male,Master's,Sales Director,25,195648.65
26,Female,Bachelor's,Marketing Manager,3,93859.56
47,Female,PhD,Senior Scientist,23,201483.18
52,Female,Master's,Director,30,230159.75
46,Male,High School,Web Developer,21,120682.95
23,Male,Master's,Data Analyst,1,91737.01
56,Female,Bachelor's,Sales Associate,28,149705.50
46,Male,PhD,Marketing Manager,19,174271.26
48,Male,High School,Project Engineer,22,134669.11
39,Female,High School,HR Manager,11,91680.08
59,Female,Master's,Director of Operations,31,217120.38
37,Male,Master's,Data Scientist,13,150141.60
37,Female,Master's,Account Manager,9,107121.28
58,Female,High School,Director,31,198284.42
57,Female,High School,Graphic Designer,32,143927.52
45,Female,PhD,Engineer,23,176836.86
39,Male,PhD,Director of Operations,11,182448.58
23,Male,Master's,Account Manager,0,79972.05
31,Male,Master's,Data Analyst,9,120141.58
48,Male,Bachelor's,VP of Operations,26,186673.89
33,Male,High School,Account Manager,10,76813.09
27,Female,Bachelor's,Senior Manager,0,98528.37
58,Male,PhD,Data Scientist,32,220550.71
51,Female,High School,Sales Director,25,165739.89
52,Male,Master's,Director,27,218760.84
53,Female,Bachelor's,Director,26,196970.06
39,Female,Bachelor's,Operations Manager,11,117463.57
29,Male,PhD,VP of Operations,2,149136.56
51,Female,PhD,Data Analyst,26,182638.78
26,Male,Bachelor's,HR Manager,2,77372.27
50,Female,High School,Marketing Analyst,22,119064.06
42,Male,Bachelor's,Senior Manager,19,152265.83
23,Female,Bachelor's,Research Scientist,0,93638.81
53,Male,High School,Financial Analyst,26,141409.04
48,Female,PhD,Operations Manager,21,181315.46
53,Female,Bachelor's,Sales Associate,26,140726.28
57,Female,Bachelor's,Account Manager,33,163204.64
42,Female,PhD,IT Support,14,133576.52
34,Female,Bachelor's,HR Manager,8,102029.11
57,Male,Bachelor's,Senior Manager,35,193181.00
47,Female,Master's,Engineer,25,165251.91
51,Male,Master's,Director,29,228663.72
55,Female,Master's,Receptionist,29,150660.63
23,Female,Bachelor's,Research Scientist,0,93948.49
31,Male,Master's,Account Manager,6,102034.67
50,Male,High School,Marketing Manager,27,144042.75
26,Female,Bachelor's,UX Designer,3,86680.15
27,Male,Master's,Engineer,3,100405.73
58,Female,Bachelor's,Product Manager,33,193043.40
56,Female,PhD,Account Manager,29,188545.09
37,Female,High School,Data Analyst,14,98046.62
44,Male,Master's,UX Designer,16,145936.08
57,Male,High School,Sales Manager,33,166350.43
24,Female,High School,Financial Analyst,0,65839.01
23,Male,PhD,HR Manager,0,101544.71
33,Female,High School,HR Manager,5,75368.09
48,Male,Bachelor's,Graphic Designer,22,136688.92
44,Male,Master's,Marketing Coordinator,19,134087.00
36,Female,Master's,Marketing Coordinator,14,126090.19
47,Female,High School,Sales Manager,22,129165.78
39,Female,Master's,Account Manager,12,115877.20
37,Female,Bachelor's,Senior Manager,13,134310.67
53,Female,PhD,Sales Associate,29,180854.92
27,Female,Bachelor's,Product Manager,3,103977.18
44,Female,PhD,Receptionist,18,138747.93
34,Male,High School,Web Developer,7,84684.11
54,Female,Bachelor's,Web Developer,32,166077.60
41,Female,High School,Operations Manager,18,121969.32
37,Male,Master's,Software Developer,10,132256.40
32,Female,Bachelor's,Software Developer,5,91626.02
42,Male,Master's,Web Developer,20,145144.54
25,Female,Bachelor's,Marketing Manager,0,79542.45
41,Female,Bachelor's,Project Engineer,15,127462.55
26,Female,High School,Director,3,116615.04
44,Male,Master's,Receptionist,20,128041.85
24,Male,PhD,Software Engineer,0,114552.67
51,Female,PhD,Operations Manager,25,192127.20
49,Male,PhD,Data Analyst,25,176657.96
52,Male,PhD,Business Analyst,29,185752.80
32,Female,Master's,Financial Analyst,7,114741.12
24,Female,Bachelor's,Sales Manager,2,87489.89
55,Female,Bachelor's,Business Analyst,29,158872.24
37,Female,High School,Product Manager,13,120327.81
40,Female,Master's,Financial Analyst,12,128109.03
58,Female,Master's,IT Support,32,175413.15
37,Female,PhD,Operations Manager,11,151648.85
31,Male,PhD,Software Developer,7,130213.95
22,Male,PhD,Business Analyst,0,105457.54
40,Female,Bachelor's,Sales Associate,15,113136.78
50,Male,Master's,HR Manager,23,157717.80
31,Female,PhD,Business Analyst,4,113938.95
60,Male,PhD,Receptionist,32,183270.81
25,Female,Bachelor's,Marketing Analyst,1,68629.77
31,Female,Master's,Director of Operations,4,143753.41
25,Female,Master's,Product Manager,1,118611.28
35,Female,Master's,Operations Manager,10,129180.60
51,Female,Master's,Product Manager,27,195950.21
43,Male,High School,Data Analyst,17,112409.63
59,Male,High School,Marketing Analyst,32,152191.87
60,Male,Master's,IT Support,37,192583.68
48,Male,High School,IT Support,25,118397.49
44,Female,High School,Marketing Coordinator,16,100088.27
26,Male,PhD,Operations Manager,0,119139.41
49,Female,PhD,Project Engineer,22,184253.09
34,Male,Master's,Graphic Designer,10,109864.71
38,Female,PhD,Marketing Coordinator,14,140294.12
24,Male,PhD,Software Engineer,0,123538.20
49,Female,PhD,Marketing Coordinator,23,162600.55
39,Female,High School,VP of Operations,12,134178.02
47,Male,Master's,Marketing Analyst,22,153602.35
54,Female,PhD,Marketing Coordinator,29,180800.68
48,Female,PhD,Product Manager,21,196236.44
38,Female,High School,Data Scientist,12,118387.02
57,Female,Master's,VP of Operations,32,217067.07
56,Male,Bachelor's,Sales Associate,33,160213.24
36,Female,Bachelor's,Research Scientist,10,124164.44
42,Female,Master's,Senior Manager,20,162002.89
45,Female,Master's,Financial Analyst,21,151010.84
29,Female,High School,Product Manager,5,100542.70
46,Female,High School,Research Scientist,24,150580.68
40,Female,High School,Software Engineer,16,113887.06
27,Female,Master's,Receptionist,3,79004.52
39,Female,Bachelor's,Sales Director,16,153592.48
26,Male,Bachelor's,VP of Operations,2,119557.50
42,Male,Bachelor's,Director,18,179482.20
51,Male,Master's,Sales Associate,29,169860.00
39,Female,Master's,Research Scientist,12,149777.09
44,Male,Master's,Software Engineer,16,148199.67
25,Female,Master's,Product Manager,3,120513.58
41,Male,High School,HR Manager,13,100353.80
44,Female,High School,Marketing Analyst,18,104857.76
45,Female,Master's,Operations Manager,18,153328.79
60,Male,Master's,Engineer,34,200511.06
36,Female,PhD,Sales Associate,8,118777.09
57,Male,Master's,Account Manager,33,182855.59
35,Female,High School,Research Scientist,8,101758.78
60,Male,Master's,IT Support,37,192859.29
27,Female,Master's,Senior Scientist,0,119360.67
34,Female,High School,Marketing Manager,12,102392.11
42,Male,Master's,Operations Manager,14,145806.77
50,Female,High School,HR Manager,24,125640.80
45,Female,Bachelor's,UX Designer,18,133419.11
53,Male,Bachelor's,Research Scientist,28,175305.11
54,Male,High School,Account Manager,29,137161.28
26,Female,Bachelor's,Content Creator,0,65897.08
28,Female,PhD,Software Developer,3,116676.49
39,Female,Master's,Receptionist,11,98511.92
57,Female,Master's,HR Manager,31,182862.93
34,Female,Bachelor's,Marketing Analyst,7,93974.30
30,Female,Bachelor's,Product Manager,4,107821.11
46,Male,Master's,Senior Scientist,20,177861.57
24,Female,Master's,Data Analyst,1,92723.37
59,Male,High School,Web Developer,37,171270.85
25,Female,PhD,Sales Associate,1,97730.49
26,Female,Master's,Research Scientist,0,111054.45
52,Female,High School,Financial Analyst,25,137105.82
32,Female,Bachelor's,Financial Analyst,7,99390.51
24,Female,PhD,Director,0,152527.95
32,Female,Master's,UX Designer,7,111375.96
38,Female,Bachelor's,Financial Analyst,10,104999.33
56,Female,Bachelor's,Marketing Coordinator,33,163035.51
31,Female,Bachelor's,Director,5,143572.13
35,Female,High School,Director of Operations,12,130001.23
50,Male,High School,Business Analyst,27,139645.06
28,Female,PhD,Director,2,163488.65
55,Male,High School,Account Manager,33,146506.56
24,Male,Bachelor's,Account Manager,1,68938.57
22,Female,PhD,Senior Scientist,0,137650.83
46,Male,Bachelor's,Receptionist,20,114327.96
46,Female,PhD,Director,19,215362.04
26,Male,Bachelor's,Marketing Coordinator,4,78643.18
36,Female,Master's,Receptionist,14,111748.10
36,Male,Master's,VP of Operations,9,152866.46
32,Male,High School,Account Manager,7,74146.66
29,Male,High School,Sales Director,1,97946.63
36,Male,PhD,Marketing Manager,14,158785.92
26,Male,High School,Director,3,113961.46
40,Female,Master's,Sales Associate,16,127691.93
30,Male,Bachelor's,Director,4,134068.03
58,Female,Master's,Graphic Designer,36,185474.14
40,Female,Master's,Senior Manager,14,148490.28
36,Female,Master's,Marketing Coordinator,11,114621.53
23,Male,Bachelor's,Sales Manager,0,81891.50
52,Female,Bachelor's,Director of Operations,27,193638.97
44,Female,Bachelor's,Financial Analyst,21,139676.99
24,Female,PhD,Data Scientist,0,121287.40
25,Male,Master's,Financial Analyst,0,90873.97
26,Female,Master's,Marketing Manager,2,101555.62
45,Female,Master's,Operations Manager,23,167466.35
29,Female,Master's,HR Manager,6,103501.86
45,Female,High School,Data Scientist,18,136006.06
34,Female,Master's,Graphic Designer,7,99086.44
58,Male,Bachelor's,Software Engineer,32,178297.75
57,Male,Master's,Business Analyst,29,177596.81
24,Female,Bachelor's,Project Engineer,0,79724.45
48,Male,High School,Financial Analyst,25,137088.00
60,Male,PhD,Web Developer,38,212116.83
29,Male,Bachelor's,Data Scientist,7,112882.83
59,Male,Bachelor's,Data Analyst,37,180302.94
27,Female,High School,Web Developer,5,70651.34
30,Male,Master's,Sales Director,7,138005.65
44,Male,PhD,Software Developer,20,175973.23
36,Male,Master's,Receptionist,13,111716.24
41,Female,PhD,HR Manager,18,157340.60
23,Female,Bachelor's,Web Developer,0,69772.57
58,Female,High School,Director,33,202605.47
25,Male,High School,Director of Operations,0,96976.14
30,Female,Master's,Software Engineer,8,122569.98
35,Female,PhD,UX Designer,8,127406.65
44,Female,High School,Graphic Designer,18,108463.43
29,Female,Master's,Marketing Coordinator,4,88944.29
51,Male,PhD,Director,25,233236.49
38,Male,Master's,Software Developer,11,132756.60
48,Female,Bachelor's,Engineer,24,151671.21
43,Male,High School,Software Engineer,18,128064.06
30,Male,High School,Operations Manager,8,96063.51
49,Male,PhD,Project Engineer,26,192518.78
59,Female,High School,Account Manager,33,147054.65
55,Female,Bachelor's,Business Analyst,30,157616.84
35,Female,Master's,Director,12,168970.51
36,Male,PhD,Data Scientist,12,157284.73
37,Male,Master's,Receptionist,12,103008.27
34,Male,High School,Data Analyst,11,90742.76
46,Female,PhD,VP of Operations,23,207222.27
51,Female,High School,Research Scientist,26,150534.04
48,Female,Bachelor's,VP of Operations,26,184809.10
52,Female,High School,Marketing Coordinator,28,137113.98
27,Male,PhD,Sales Associate,5,109203.46
27,Female,High School,Senior Scientist,1,91887.08
27,Female,Bachelor's,Sales Director,2,113474.06
32,Male,High School,Software Engineer,9,98243.20
49,Female,Bachelor's,Software Developer,26,156773.63
58,Male,Master's,Project Engineer,30,191928.95
52,Male,Master's,Director,28,222996.00
53,Female,Bachelor's,Data Scientist,29,178846.71
30,Female,High School,Director of Operations,5,108030.78
58,Female,Bachelor's,Marketing Manager,36,192728.74
55,Male,Master's,Sales Director,29,208523.89
27,Male,Bachelor's,Project Engineer,0,87888.56
30,Male,High School,Operations Manager,7,98101.42
37,Female,PhD,Graphic Designer,10,125795.99
47,Female,High School,Web Developer,23,123341.61
47,Male,PhD,Sales Manager,21,177872.30
22,Female,Bachelor's,Director of Operations,0,111391.27
53,Female,High School,Senior Manager,28,158860.02
38,Male,PhD,Engineer,14,151771.40
23,Female,Master's,Marketing Manager,0,96088.43
49,Female,Master's,VP of Operations,21,188377.64
41,Female,Bachelor's,Content Creator,17,109809.07
29,Female,High School,Research Scientist,6,91382.83
48,Female,Master's,Marketing Manager,21,161246.18
22,Female,Master's,Operations Manager,0,103098.40
30,Male,High School,Financial Analyst,5,75704.87
29,Female,Bachelor's,Financial Analyst,6,92250.67
28,Male,PhD,VP of Operations,3,149928.44
31,Male,Master's,Content Creator,8,106738.68
60,Male,PhD,Senior Manager,33,227196.28
42,Male,High School,Software Developer,20,124997.18
56,Male,Bachelor's,Senior Manager,30,181477.09
37,Female,High School,Sales Associate,14,93119.46
46,Female,High School,Software Engineer,18,122273.56
55,Male,Master's,Engineer,32,186412.85
59,Female,Master's,Director,31,229874.96
35,Male,High School,Sales Director,11,118219.23
29,Female,PhD,Sales Associate,3,102512.96
56,Male,High School,Director,32,208169.81
44,Female,Master's,Marketing Analyst,19,143281.72
29,Female,PhD,Marketing Manager,4,124486.19
51,Male,PhD,Financial Analyst,26,189812.89
46,Male,High School,Sales Associate,24,115285.72
36,Female,High School,Research Scientist,14,123058.94
47,Male,High School,Director of Operations,25,169716.66
56,Female,PhD,Director,30,247616.99
28,Male,High School,Operations Manager,6,89466.83
29,Female,High School,Project Engineer,3,74647.24
31,Male,High School,Business Analyst,8,81318.30
38,Male,PhD,Engineer,10,142628.75
50,Male,PhD,Software Engineer,26,193708.28
42,Female,High School,Data Analyst,18,107129.81
42,Female,PhD,Sales Manager,17,162143.83
60,Female,Bachelor's,Software Developer,34,182417.73
42,Female,High School,Senior Scientist,17,137075.78
42,Male,High School,Financial Analyst,18,116994.53
49,Male,Bachelor's,Graphic Designer,23,140801.23
26,Male,Master's,Receptionist,0,75551.74
27,Male,PhD,HR Manager,3,117245.18
22,Male,High School,Financial Analyst,0,64998.20
36,Male,PhD,Sales Associate,9,123993.76
60,Female,Bachelor's,Senior Scientist,36,210198.77
53,Female,High School,Financial Analyst,26,141424.98
51,Male,Master's,Data Scientist,29,196341.00
54,Female,Bachelor's,Account Manager,30,152207.34
42,Male,Master's,UX Designer,19,153583.82
44,Male,PhD,Sales Manager,16,162568.56
41,Male,High School,Web Developer,18,107927.55
32,Female,Bachelor's,Research Scientist,5,107961.44
41,Female,Master's,Sales Associate,16,127965.22
57,Male,Bachelor's,Software Developer,33,174849.55
49,Female,PhD,Sales Director,25,210871.66
57,Male,Bachelor's,VP of Operations,30,203678.46
60,Male,PhD,Sales Manager,33,211911.92
23,Female,High School,Product Manager,1,86343.29
